x1,x2,x3,x4,no_noise_y
0.02210734966872996,0.7924103695733673,0.3667338075027373,0.21560941857434468,9.244638022269386
0.6195190964774147,0.0761370063902731,0.6076817674353739,0.3162444166745024,9.270364801590613
0.9832128327202699,0.756781446885435,0.43152946226345945,0.08212628425258062,17.05167816087275
0.1151565055689523,0.221780934698126,0.04778904352696156,0.5306793757785253,4.609472077030638
0.5296990105893941,0.4400313999951043,0.09892380617877927,0.7789632709822641,10.982234439094814
0.3903619179947462,0.328627981164054,0.7191796651931069,0.30853010177471474,9.958673184477401
0.7635418720084687,0.9036268087597106,0.6345126022612589,0.4533300830001734,18.302953967247248
0.3230825907625322,0.7007905525929068,0.4901998970841511,0.40420405572664553,12.027621867778052
0.046132431562657006,0.1517131896044155,0.6209147505465755,0.2724060920150746,4.955740051925556
0.4808777348870945,0.5460195998852052,0.5830817767644532,0.7984343227931453,13.47540585922814
0.6020703629602691,0.06832848129480618,0.06981657547175979,0.9362670996672795,8.639429800593563
0.2119234376295669,0.3420868204745934,0.7632128691832869,0.5709124072484523,9.451878459618989
